time,RPH_jy,year,month,day
2015/3/29,0,2015,3,29
2015/3/30,0,2015,3,30
2015/3/31,6,2015,3,31
2015/4/1,30.9,2015,4,1
2015/4/2,0,2015,4,2
2015/4/3,2.6,2015,4,3
2015/4/4,3.6,2015,4,4
2015/4/5,6.6,2015,4,5
2015/4/6,2.4,2015,4,6
2015/4/7,0,2015,4,7
2015/4/8,0,2015,4,8
2015/4/9,0,2015,4,9
2015/4/10,0.2,2015,4,10
2015/4/11,0,2015,4,11
2015/4/12,0,2015,4,12
2015/4/13,0,2015,4,13
2015/4/14,0,2015,4,14
2015/4/15,0,2015,4,15
2015/4/16,0,2015,4,16
2015/4/17,16.3,2015,4,17
2015/4/18,2.2,2015,4,18
2015/4/19,0,2015,4,19
2015/4/20,19,2015,4,20
2015/4/21,0,2015,4,21
2015/4/22,0,2015,4,22
2015/4/23,0,2015,4,23
2015/4/24,0.3,2015,4,24
2015/4/25,0,2015,4,25
2015/4/26,0,2015,4,26
2015/4/27,0,2015,4,27
2015/4/28,0,2015,4,28
2015/4/29,0,2015,4,29
2015/4/30,6.8,2015,4,30
2015/5/1,0,2015,5,1
2015/5/2,3.1,2015,5,2
2015/5/3,1.8,2015,5,3
2015/5/4,0,2015,5,4
2015/5/5,1.6,2015,5,5
2015/5/6,0,2015,5,6
2015/5/7,0.3,2015,5,7
2015/5/8,5,2015,5,8
2015/5/9,0.4,2015,5,9
2015/5/10,4.7,2015,5,10
2015/5/11,0,2015,5,11
2015/5/12,0,2015,5,12
2015/5/13,0,2015,5,13
2015/5/14,0,2015,5,14
2015/5/15,0,2015,5,15
2015/5/16,0,2015,5,16
2015/5/17,0,2015,5,17
2015/5/18,0,2015,5,18
2015/5/19,0.8,2015,5,19
2015/5/20,28.1,2015,5,20
2015/5/21,0,2015,5,21
2015/5/22,0,2015,5,22
2015/5/23,0,2015,5,23
2015/5/24,0,2015,5,24
2015/5/25,0,2015,5,25
2015/5/26,0,2015,5,26
2015/5/27,0.2,2015,5,27
2015/5/28,12.8,2015,5,28
2015/5/29,0,2015,5,29
2015/5/30,0,2015,5,30
2015/5/31,28.6,2015,5,31
2015/6/1,0,2015,6,1
2015/6/2,0.1,2015,6,2
2015/6/3,1.5,2015,6,3
2015/6/4,0,2015,6,4
2015/6/5,0,2015,6,5
2015/6/6,0,2015,6,6
2015/6/7,0,2015,6,7
2015/6/8,0,2015,6,8
2015/6/9,25.9,2015,6,9
2015/6/10,0,2015,6,10
2015/6/11,0,2015,6,11
2015/6/12,0,2015,6,12
2015/6/13,0,2015,6,13
2015/6/14,0.2,2015,6,14
2015/6/15,0.1,2015,6,15
2015/6/16,0,2015,6,16
2015/6/17,0,2015,6,17
2015/6/18,0,2015,6,18
2015/6/19,0,2015,6,19
2015/6/20,0,2015,6,20
2015/6/21,0,2015,6,21
2015/6/22,46.5,2015,6,22
2015/6/23,9.4,2015,6,23
2015/6/24,2.6,2015,6,24
2015/6/25,0.1,2015,6,25
2015/6/26,6.1,2015,6,26
2015/6/27,3.6,2015,6,27
2015/6/28,8,2015,6,28
2015/6/29,0,2015,6,29
2015/6/30,0,2015,6,30
2015/7/1,0,2015,7,1
2015/7/2,0,2015,7,2
2015/7/3,0.6,2015,7,3
2015/7/4,0,2015,7,4
2015/7/5,0.1,2015,7,5
2015/7/6,1.9,2015,7,6
2015/7/7,0,2015,7,7
2015/7/8,0.2,2015,7,8
2015/7/9,8.6,2015,7,9
2015/7/10,0,2015,7,10
2015/7/11,0,2015,7,11
2015/7/12,0,2015,7,12
2015/7/13,0,2015,7,13
2015/7/14,2.2,2015,7,14
2015/7/15,0,2015,7,15
2015/7/16,3.1,2015,7,16
2015/7/17,2,2015,7,17
2015/7/18,8.5,2015,7,18
2015/7/19,0,2015,7,19
2015/7/20,0.2,2015,7,20
2015/7/21,8.7,2015,7,21
2015/7/22,4.7,2015,7,22
2015/7/23,0,2015,7,23
2015/7/24,0,2015,7,24
2015/7/25,0.9,2015,7,25
2015/7/26,3,2015,7,26
2015/7/27,0,2015,7,27
2015/7/28,0,2015,7,28
2015/7/29,0,2015,7,29
2015/7/30,0,2015,7,30
2015/7/31,0,2015,7,31
2015/8/1,0,2015,8,1
2015/8/2,13,2015,8,2
2015/8/3,28.2,2015,8,3
2015/8/4,0,2015,8,4
2015/8/5,0,2015,8,5
2015/8/6,0.6,2015,8,6
2015/8/7,23.5,2015,8,7
2015/8/8,6.4,2015,8,8
2015/8/9,5.6,2015,8,9
2015/8/10,0,2015,8,10
2015/8/11,30.8,2015,8,11
2015/8/12,0,2015,8,12
2015/8/13,0.6,2015,8,13
2015/8/14,0,2015,8,14
2015/8/15,0,2015,8,15
2015/8/16,0,2015,8,16
2015/8/17,0,2015,8,17
2015/8/18,0,2015,8,18
2015/8/19,0,2015,8,19
2015/8/20,0,2015,8,20
2015/8/21,0,2015,8,21
2015/8/22,0,2015,8,22
2015/8/23,7.4,2015,8,23
2015/8/24,0,2015,8,24
2015/8/25,0,2015,8,25
2015/8/26,0,2015,8,26
2015/8/27,0,2015,8,27
2015/8/28,0,2015,8,28
2015/8/29,0,2015,8,29
2015/8/30,0,2015,8,30
2015/8/31,0,2015,8,31
2015/9/1,0,2015,9,1
2015/9/2,12,2015,9,2
2015/9/3,40.6,2015,9,3
2015/9/4,0,2015,9,4
2015/9/5,0,2015,9,5
2015/9/6,0,2015,9,6
2015/9/7,12.3,2015,9,7
2015/9/8,6.2,2015,9,8
2015/9/9,1.2,2015,9,9
2015/9/10,5.1,2015,9,10
2015/9/11,0,2015,9,11
2015/9/12,0,2015,9,12
2015/9/13,0,2015,9,13
2015/9/14,0,2015,9,14
2015/9/15,0,2015,9,15
2015/9/16,19.3,2015,9,16
2015/9/17,0,2015,9,17
2015/9/18,0,2015,9,18
2015/9/19,0,2015,9,19
2015/9/20,0,2015,9,20
2015/9/21,6,2015,9,21
2015/9/22,0.1,2015,9,22
2015/9/23,6.9,2015,9,23
2015/9/24,0,2015,9,24
2015/9/25,0,2015,9,25
2015/9/26,0,2015,9,26
2015/9/27,3.7,2015,9,27
2015/9/28,8.6,2015,9,28
2015/9/29,6.3,2015,9,29
2015/9/30,2.1,2015,9,30
2015/10/1,0,2015,10,1
2015/10/2,0.1,2015,10,2
2015/10/3,0,2015,10,3
2015/10/4,0,2015,10,4
2015/10/5,0,2015,10,5
2015/10/6,0,2015,10,6
2015/10/7,1.9,2015,10,7
2015/10/8,7.6,2015,10,8
2015/10/9,0,2015,10,9
2015/10/10,0,2015,10,10
2015/10/11,0,2015,10,11
2015/10/12,0,2015,10,12
2015/10/13,0.2,2015,10,13
2015/10/14,0,2015,10,14
2015/10/15,0,2015,10,15
2015/10/16,0,2015,10,16
2015/10/17,0,2015,10,17
2015/10/18,0,2015,10,18
2015/10/19,0,2015,10,19
2015/10/20,0,2015,10,20
2015/10/21,3.9,2015,10,21
2015/10/22,0.4,2015,10,22
2015/10/23,12.7,2015,10,23
2015/10/24,3.1,2015,10,24
2015/10/25,2.8,2015,10,25
2015/10/26,0.2,2015,10,26
2015/10/27,0,2015,10,27
2015/10/28,0,2015,10,28
2015/10/29,0,2015,10,29
2015/10/30,3.8,2015,10,30
2015/10/31,0,2015,10,31
2015/11/1,0,2015,11,1
2015/11/2,0,2015,11,2
2015/11/3,0,2015,11,3
2015/11/4,3.3,2015,11,4
2015/11/5,6.7,2015,11,5
2015/11/6,0.9,2015,11,6
2015/11/7,1.2,2015,11,7
2015/11/8,0,2015,11,8
2015/11/9,0,2015,11,9
2015/11/10,0,2015,11,10
2015/11/11,3.4,2015,11,11
2015/11/12,0,2015,11,12
2015/11/13,0,2015,11,13
2015/11/14,0,2015,11,14
2015/11/15,0,2015,11,15
2015/11/16,0.1,2015,11,16
2015/11/17,1.9,2015,11,17
2015/11/18,0,2015,11,18
2015/11/19,0,2015,11,19
2015/11/20,0,2015,11,20
2015/11/21,0,2015,11,21
2015/11/22,3.4,2015,11,22
2015/11/23,6.5,2015,11,23
2015/11/24,0,2015,11,24
2015/11/25,0,2015,11,25
2015/11/26,0,2015,11,26
2015/11/27,0,2015,11,27
2015/11/28,0,2015,11,28
2015/11/29,0,2015,11,29
2015/11/30,0,2015,11,30
2015/12/1,0,2015,12,1
2015/12/2,0,2015,12,2
2015/12/3,0,2015,12,3
2015/12/4,0,2015,12,4
2015/12/5,0,2015,12,5
2015/12/6,0,2015,12,6
2015/12/7,0,2015,12,7
2015/12/8,0,2015,12,8
2015/12/9,0,2015,12,9
2015/12/10,0,2015,12,10
2015/12/11,0.4,2015,12,11
2015/12/12,6.8,2015,12,12
2015/12/13,0.4,2015,12,13
2015/12/14,0,2015,12,14
2015/12/15,0,2015,12,15
2015/12/16,0,2015,12,16
2015/12/17,0.6,2015,12,17
2015/12/18,0.5,2015,12,18
2015/12/19,0,2015,12,19
2015/12/20,0,2015,12,20
2015/12/21,0,2015,12,21
2015/12/22,0,2015,12,22
2015/12/23,1.4,2015,12,23
2015/12/24,0,2015,12,24
2015/12/25,0,2015,12,25
2015/12/26,0,2015,12,26
2015/12/27,0,2015,12,27
2015/12/28,0,2015,12,28
2015/12/29,0,2015,12,29
2015/12/30,0,2015,12,30
2015/12/31,0,2015,12,31
2016/1/1,0,2016,1,1
2016/1/2,0,2016,1,2
2016/1/3,0,2016,1,3
2016/1/4,0,2016,1,4
2016/1/5,0,2016,1,5
2016/1/6,0,2016,1,6
2016/1/7,0,2016,1,7
2016/1/8,0,2016,1,8
2016/1/9,0,2016,1,9
2016/1/10,0.2,2016,1,10
2016/1/11,1.4,2016,1,11
2016/1/12,0.2,2016,1,12
2016/1/13,0,2016,1,13
2016/1/14,0,2016,1,14
2016/1/15,0,2016,1,15
2016/1/16,0,2016,1,16
2016/1/17,0,2016,1,17
2016/1/18,0,2016,1,18
2016/1/19,2.2,2016,1,19
2016/1/20,0,2016,1,20
2016/1/21,0.1,2016,1,21
2016/1/22,0,2016,1,22
2016/1/23,0,2016,1,23
2016/1/24,0,2016,1,24
2016/1/25,0,2016,1,25
2016/1/26,0,2016,1,26
2016/1/27,0,2016,1,27
2016/1/28,0,2016,1,28
2016/1/29,0,2016,1,29
2016/1/30,0.1,2016,1,30
2016/1/31,0,2016,1,31
2016/2/1,0,2016,2,1
2016/2/2,0,2016,2,2
2016/2/3,0.2,2016,2,3
2016/2/4,0,2016,2,4
2016/2/5,0,2016,2,5
2016/2/6,0,2016,2,6
2016/2/7,0,2016,2,7
2016/2/8,0,2016,2,8
2016/2/9,0,2016,2,9
2016/2/10,0,2016,2,10
2016/2/11,0.5,2016,2,11
2016/2/12,2.5,2016,2,12
2016/2/13,0,2016,2,13
2016/2/14,0,2016,2,14
2016/2/15,0,2016,2,15
2016/2/16,0,2016,2,16
2016/2/17,0,2016,2,17
2016/2/18,0,2016,2,18
2016/2/19,0,2016,2,19
2016/2/20,0,2016,2,20
2016/2/21,0,2016,2,21
2016/2/22,0,2016,2,22
2016/2/23,0,2016,2,23
2016/2/24,0.4,2016,2,24
2016/2/25,0,2016,2,25
2016/2/26,0,2016,2,26
2016/2/27,0,2016,2,27
2016/2/28,0,2016,2,28
2016/2/29,0,2016,2,29
2016/3/1,0,2016,3,1
2016/3/2,0,2016,3,2
2016/3/3,0,2016,3,3
2016/3/4,0,2016,3,4
2016/3/5,0,2016,3,5
2016/3/6,0,2016,3,6
2016/3/7,0,2016,3,7
2016/3/8,1.2,2016,3,8
2016/3/9,2.9,2016,3,9
2016/3/10,0,2016,3,10
2016/3/11,0,2016,3,11
2016/3/12,0,2016,3,12
2016/3/13,0,2016,3,13
2016/3/14,0,2016,3,14
2016/3/15,0,2016,3,15
2016/3/16,1.6,2016,3,16
2016/3/17,0,2016,3,17
2016/3/18,0,2016,3,18
2016/3/19,0.1,2016,3,19
2016/3/20,11.5,2016,3,20
2016/3/21,3.2,2016,3,21
2016/3/22,1.6,2016,3,22
2016/3/23,0.7,2016,3,23
2016/3/24,1.8,2016,3,24
2016/3/25,0,2016,3,25
2016/3/26,0,2016,3,26
2016/3/27,0,2016,3,27
2016/3/28,0,2016,3,28
2016/3/29,0,2016,3,29
2016/3/30,0,2016,3,30
2016/3/31,0,2016,3,31
2016/4/1,0,2016,4,1
2016/4/2,0,2016,4,2
2016/4/3,0,2016,4,3
2016/4/4,1.6,2016,4,4
2016/4/5,13.3,2016,4,5
2016/4/6,0,2016,4,6
2016/4/7,0,2016,4,7
2016/4/8,2,2016,4,8
2016/4/9,0,2016,4,9
2016/4/10,2.3,2016,4,10
2016/4/11,0,2016,4,11
2016/4/12,0,2016,4,12
2016/4/13,0,2016,4,13
2016/4/14,4.1,2016,4,14
2016/4/15,8.8,2016,4,15
2016/4/16,2.7,2016,4,16
2016/4/17,0,2016,4,17
2016/4/18,0,2016,4,18
2016/4/19,0,2016,4,19
2016/4/20,0,2016,4,20
2016/4/21,0,2016,4,21
2016/4/22,0,2016,4,22
2016/4/23,0,2016,4,23
2016/4/24,0,2016,4,24
2016/4/25,3.8,2016,4,25
2016/4/26,0,2016,4,26
2016/4/27,0,2016,4,27
2016/4/28,0,2016,4,28
2016/4/29,0,2016,4,29
2016/4/30,0,2016,4,30
2016/5/1,0,2016,5,1
2016/5/2,0,2016,5,2
2016/5/3,0,2016,5,3
2016/5/4,3.2,2016,5,4
2016/5/5,0,2016,5,5
2016/5/6,2.4,2016,5,6
2016/5/7,0.3,2016,5,7
2016/5/8,0,2016,5,8
2016/5/9,0,2016,5,9
2016/5/10,0,2016,5,10
2016/5/11,0,2016,5,11
2016/5/12,0,2016,5,12
2016/5/13,6.8,2016,5,13
2016/5/14,2.2,2016,5,14
2016/5/15,0,2016,5,15
2016/5/16,0,2016,5,16
2016/5/17,0,2016,5,17
2016/5/18,0,2016,5,18
2016/5/19,0,2016,5,19
2016/5/20,0,2016,5,20
2016/5/21,3.9,2016,5,21
2016/5/22,13.1,2016,5,22
2016/5/23,0,2016,5,23
2016/5/24,9.9,2016,5,24
2016/5/25,4.3,2016,5,25
2016/5/26,9.7,2016,5,26
2016/5/27,0.6,2016,5,27
2016/5/28,0,2016,5,28
2016/5/29,0,2016,5,29
2016/5/30,5.1,2016,5,30
2016/5/31,0.6,2016,5,31
2016/6/1,9.7,2016,6,1
2016/6/2,2.7,2016,6,2
2016/6/3,4.2,2016,6,3
2016/6/4,0,2016,6,4
2016/6/5,0,2016,6,5
2016/6/6,0,2016,6,6
2016/6/7,0,2016,6,7
2016/6/8,0.6,2016,6,8
2016/6/9,22.7,2016,6,9
2016/6/10,0,2016,6,10
2016/6/11,4.5,2016,6,11
2016/6/12,3.3,2016,6,12
2016/6/13,0.9,2016,6,13
2016/6/14,0,2016,6,14
2016/6/15,0,2016,6,15
2016/6/16,0,2016,6,16
2016/6/17,0,2016,6,17
2016/6/18,0,2016,6,18
2016/6/19,0.2,2016,6,19
2016/6/20,0.3,2016,6,20
2016/6/21,0,2016,6,21
2016/6/22,42.8,2016,6,22
2016/6/23,5.8,2016,6,23
2016/6/24,0,2016,6,24
2016/6/25,0,2016,6,25
2016/6/26,0.2,2016,6,26
2016/6/27,0,2016,6,27
2016/6/28,0,2016,6,28
2016/6/29,0,2016,6,29
2016/6/30,0.2,2016,6,30
2016/7/1,0,2016,7,1
2016/7/2,0,2016,7,2
2016/7/3,0,2016,7,3
2016/7/4,0,2016,7,4
2016/7/5,0,2016,7,5
2016/7/6,0.1,2016,7,6
2016/7/7,1.6,2016,7,7
2016/7/8,5.6,2016,7,8
2016/7/9,1.6,2016,7,9
2016/7/10,1.4,2016,7,10
2016/7/11,1.4,2016,7,11
2016/7/12,0,2016,7,12
2016/7/13,2.1,2016,7,13
2016/7/14,1.3,2016,7,14
2016/7/15,4,2016,7,15
2016/7/16,0,2016,7,16
2016/7/17,2.8,2016,7,17
2016/7/18,74.3,2016,7,18
2016/7/19,0,2016,7,19
2016/7/20,0,2016,7,20
2016/7/21,2.8,2016,7,21
2016/7/22,1,2016,7,22
2016/7/23,0,2016,7,23
2016/7/24,0,2016,7,24
2016/7/25,0,2016,7,25
2016/7/26,0.8,2016,7,26
2016/7/27,0,2016,7,27
2016/7/28,0.8,2016,7,28
2016/7/29,0,2016,7,29
2016/7/30,0,2016,7,30
2016/7/31,0,2016,7,31
2016/8/1,0.1,2016,8,1
2016/8/2,0.4,2016,8,2
2016/8/3,11.5,2016,8,3
2016/8/4,0,2016,8,4
2016/8/5,0,2016,8,5
2016/8/6,8.6,2016,8,6
2016/8/7,0,2016,8,7
2016/8/8,0,2016,8,8
2016/8/9,0,2016,8,9
2016/8/10,5.9,2016,8,10
2016/8/11,0.6,2016,8,11
2016/8/12,0,2016,8,12
2016/8/13,0.6,2016,8,13
2016/8/14,0,2016,8,14
2016/8/15,0,2016,8,15
2016/8/16,0,2016,8,16
2016/8/17,0,2016,8,17
2016/8/18,0,2016,8,18
2016/8/19,0,2016,8,19
2016/8/20,0,2016,8,20
2016/8/21,0,2016,8,21
2016/8/22,0,2016,8,22
2016/8/23,9.9,2016,8,23
2016/8/24,35.9,2016,8,24
2016/8/25,0,2016,8,25
2016/8/26,0,2016,8,26
2016/8/27,0,2016,8,27
2016/8/28,0,2016,8,28
2016/8/29,2.8,2016,8,29
2016/8/30,0,2016,8,30
2016/8/31,0,2016,8,31
2016/9/1,0,2016,9,1
2016/9/2,0.3,2016,9,2
2016/9/3,0,2016,9,3
2016/9/4,0,2016,9,4
2016/9/5,4.1,2016,9,5
2016/9/6,0,2016,9,6
2016/9/7,0,2016,9,7
2016/9/8,2.1,2016,9,8
2016/9/9,1.7,2016,9,9
2016/9/10,0,2016,9,10
2016/9/11,2.2,2016,9,11
2016/9/12,3.9,2016,9,12
2016/9/13,0.2,2016,9,13
2016/9/14,0.4,2016,9,14
2016/9/15,0,2016,9,15
2016/9/16,0,2016,9,16
2016/9/17,7,2016,9,17
2016/9/18,18.2,2016,9,18
2016/9/19,0.7,2016,9,19
2016/9/20,1.1,2016,9,20
2016/9/21,0.1,2016,9,21
2016/9/22,0,2016,9,22
2016/9/23,0,2016,9,23
2016/9/24,0,2016,9,24
2016/9/25,0,2016,9,25
2016/9/26,0,2016,9,26
2016/9/27,0,2016,9,27
2016/9/28,0,2016,9,28
2016/9/29,0,2016,9,29
2016/9/30,0,2016,9,30
2016/10/1,0.7,2016,10,1
2016/10/2,0,2016,10,2
2016/10/3,0,2016,10,3
2016/10/4,4.5,2016,10,4
2016/10/5,0.8,2016,10,5
2016/10/6,6.6,2016,10,6
2016/10/7,0.2,2016,10,7
2016/10/8,7.7,2016,10,8
2016/10/9,1.1,2016,10,9
2016/10/10,0,2016,10,10
2016/10/11,0.7,2016,10,11
2016/10/12,0.3,2016,10,12
2016/10/13,0.2,2016,10,13
2016/10/14,3.9,2016,10,14
2016/10/15,0,2016,10,15
2016/10/16,0,2016,10,16
2016/10/17,0,2016,10,17
2016/10/18,0,2016,10,18
2016/10/19,0.1,2016,10,19
2016/10/20,6,2016,10,20
2016/10/21,4.3,2016,10,21
2016/10/22,1.9,2016,10,22
2016/10/23,9.3,2016,10,23
2016/10/24,0.4,2016,10,24
2016/10/25,2.5,2016,10,25
2016/10/26,3.7,2016,10,26
2016/10/27,2,2016,10,27
2016/10/28,2.3,2016,10,28
2016/10/29,0,2016,10,29
2016/10/30,0,2016,10,30
2016/10/31,0,2016,10,31
2016/11/1,0,2016,11,1
2016/11/2,0,2016,11,2
2016/11/3,0,2016,11,3
2016/11/4,0,2016,11,4
2016/11/5,0,2016,11,5
2016/11/6,0.7,2016,11,6
2016/11/7,0,2016,11,7
2016/11/8,0,2016,11,8
2016/11/9,0,2016,11,9
2016/11/10,0,2016,11,10
2016/11/11,0,2016,11,11
2016/11/12,0,2016,11,12
2016/11/13,0,2016,11,13
2016/11/14,0,2016,11,14
2016/11/15,0,2016,11,15
2016/11/16,0,2016,11,16
2016/11/17,0,2016,11,17
2016/11/18,0,2016,11,18
2016/11/19,0,2016,11,19
2016/11/20,0,2016,11,20
2016/11/21,0.8,2016,11,21
2016/11/22,0,2016,11,22
2016/11/23,0,2016,11,23
2016/11/24,0,2016,11,24
2016/11/25,0,2016,11,25
2016/11/26,0,2016,11,26
2016/11/27,0,2016,11,27
2016/11/28,0.5,2016,11,28
2016/11/29,0,2016,11,29
2016/11/30,0,2016,11,30
2016/12/1,0,2016,12,1
2016/12/2,0,2016,12,2
2016/12/3,0,2016,12,3
2016/12/4,0,2016,12,4
2016/12/5,0,2016,12,5
2016/12/6,0,2016,12,6
2016/12/7,0,2016,12,7
2016/12/8,0,2016,12,8
2016/12/9,0,2016,12,9
2016/12/10,0,2016,12,10
2016/12/11,0,2016,12,11
2016/12/12,0,2016,12,12
2016/12/13,0,2016,12,13
2016/12/14,0,2016,12,14
2016/12/15,0,2016,12,15
2016/12/16,0,2016,12,16
2016/12/17,0,2016,12,17
2016/12/18,0,2016,12,18
2016/12/19,0,2016,12,19
2016/12/20,0.8,2016,12,20
2016/12/21,0,2016,12,21
2016/12/22,0,2016,12,22
2016/12/23,0,2016,12,23
2016/12/24,1.1,2016,12,24
2016/12/25,0,2016,12,25
2016/12/26,0,2016,12,26
2016/12/27,0,2016,12,27
2016/12/28,0,2016,12,28
2016/12/29,0,2016,12,29
2016/12/30,0,2016,12,30
2016/12/31,0,2016,12,31
