,Date,W1,W2,W3,W4
343,2020-04-08,503.8507670850767,695.7829727843684,257.2340019102197,256.6800458715596
344,2020-04-09,594.6202980837473,919.3335659455687,337.671568627451,344.8493557978196
345,2020-04-10,19.79540709812109,348.6880222841226,130.8375796178344,57.94126178390137
346,2020-04-11,485.3694134078212,792.6044723969252,303.7332200509771,399.4194294525829
347,2020-04-12,283.0664335664335,576.0196078431372,313.6819645732689,387.4873294346979
348,2020-04-13,496.2090909090909,791.5671328671328,370.8788788788789,371.602382725242
349,2020-04-14,524.9301675977654,842.7543614794138,204.9098428453267,179.2161520190024
350,2020-04-15,433.741800418702,776.9986043265876,278.585886722377,367.1263079222721
351,2020-04-16,370.2585365853658,699.3531053733426,322.1744749596123,394.9739130434783
352,2020-04-17,80.43048694424841,655.8618980169972,33.31393775372125,371.5331069609508
353,2020-04-18,244.3296167247387,360.5881533101045,176.219739292365,158.0909842845327
354,2020-04-19,208.5247386759582,492.3314763231198,223.7313915857605,100.2866174920969
355,2020-04-20,414.6931106471816,601.4638386648122,146.352422907489,264.9959677419355
356,2020-04-21,449.7517433751743,482.9902370990237,174.1155913978495,228.5404742436631
357,2020-04-22,376.8809192200557,564.8404181184669,207.6330014224751,265.3430167597766
358,2020-04-23,316.9512534818941,716.5264623955431,252.5,324.0189054726368
359,2020-04-24,312.4781172584641,784.9644039735099,269.0699815837937,215.3727272727273
360,2020-04-25,343.7581881533101,506.2461645746164,321.3344907407408,117.3825857519789
361,2020-04-26,431.5961002785515,481.624651810585,329.3601895734597,87.9105527638191
362,2020-04-27,478.2554082344731,614.3777932960894,349.8009991673605,125.8144424131627
363,2020-04-28,369.5121951219512,796.6773519163763,323.8971722365039,227.2636815920398
364,2020-04-29,352.2444289693593,489.9338440111421,353.1751592356688,63.58860759493671
365,2020-04-30,604.9192200557103,624.5483646485734,365.2646604938271,122.7796610169491
366,2020-05-01,411.8508710801394,790.555090655509,286.1660231660232,276.9407894736842
367,2020-05-02,415.3976323119777,651.1428571428571,298.3829138062547,240.0229445506692
368,2020-05-03,216.8879610299234,537.7059233449478,252.8054711246201,239.7285363859362
369,2020-05-04,646.85423966363,716.1190476190476,288.3617443012884,474.8765743073048
370,2020-05-05,283.7569637883008,547.8203342618384,199.7291037260826,404.502467917078
371,2020-05-06,615.2701458173445,562.9854070660522,36.28151658767773,395.4541984732824
372,2020-05-07,654.2169680111266,522.538942976356,95.96122896854426,448.4777123633305
373,2020-05-08,168.6926829268293,503.9393728222997,296.6156282998944,255.8981684981685
374,2020-05-09,663.6508710801394,932.6620209059233,481.6851549755302,448.9726829268293
375,2020-05-10,282.2597493036212,555.0006963788301,123.6851311953353,284.5007598784194
376,2020-05-11,736.8140668523677,908.4585942936674,420.175,655.1565304087737
377,2020-05-12,307.8276343335659,830.8221757322176,142.0450643776824,499.0125714285714
378,2020-05-13,567.2787456445993,731.032055749129,265.9351351351351,401.0216256524981
379,2020-05-14,823.2940766550522,887.7486072423399,459.6431034482758,362.8203125
380,2020-05-15,727.8020905923345,814.6037604456825,285.0794701986755,353.0485507246377
381,2020-05-16,744.3745632424877,827.177374301676,329.7455830388693,326.1340549542048
382,2020-05-17,289.452016689847,582.4095966620306,219.9228650137741,199.9700967458223
383,2020-05-18,382.3945720250522,792.9206680584551,274.8945074106364,416.1003430531732
384,2020-05-19,486.9262352122477,919.6019485038274,371.5453563714903,611.3639514731369
385,2020-05-20,720.8437935843793,625.7684797768479,398.2631189948263,352.6161616161616
386,2020-05-21,670.3080139372822,688.2404181184669,333.5323149236193,271.8806426931905
387,2020-05-22,655.1100278551532,939.2694986072423,341.345496009122,658.0560747663551
388,2020-05-23,697.1699029126214,905.6909090909091,140.9170854271357,412.37125
389,2020-05-24,792.576306620209,943.592050209205,305.3333333333333,463.99505358615
390,2020-05-25,572.5820584144645,612.5598885793872,205.025641025641,372.1584011843079
391,2020-05-26,473.162823200559,723.5412011173185,138.5786463298379,357.7434514637904
392,2020-05-27,743.9303621169917,769.2623521224774,445.8047722342733,369.4756871035941
393,2020-05-28,707.3866015352407,843.2932960893854,438.652448657188,439.9171699741156
394,2020-05-29,651.1220362622037,707.9490223463687,308.034140969163,404.516129032258
395,2020-05-30,704.8969359331477,861.0842032011134,271.1572481572481,482.1949685534591
396,2020-05-31,612.9867780097425,803.5017397355602,291.794959908362,550.7434426229509
397,2020-06-01,455.3076368876081,717.8037518037518,242.9321372854914,407.6290868094702
398,2020-06-02,571.3804195804196,708.7045936395759,328.4433229813665,404.6279809220986
399,2020-06-03,832.0090702947846,731.0480349344978,501.8127090301003,300.986013986014
400,2020-06-04,456.592050209205,453.3424369747899,292.1424148606811,279.541737649063
401,2020-06-05,426.9728412256267,,380.7082533589252,320.2109452736319
402,2020-06-06,651.6217725052338,,346.5763358778626,608.8471283783783
403,2020-06-07,182.7402506963788,,132.7572815533981,304.214109926169
404,2020-06-08,279.3965156794425,,226.2186858316222,329.7908921933085
405,2020-06-09,385.3859527121002,,204.2631578947368,497.1434634974533
406,2020-06-10,391.098816979819,,95.33410672853829,437.4101722723544
407,2020-06-11,444.163179916318,,260.7424381301558,317.447908121411
408,2020-06-12,641.7090020935101,,337.6355851569933,335.9669211195929
409,2020-06-13,539.3458594293668,,210.9013333333333,367.3505237711523
410,2020-06-14,565.6454989532449,,293.4783427495292,448.0259109311741
411,2020-06-15,527.1714285714286,,214.2272024729521,294.4018077239112
412,2020-06-16,354.7796373779638,,107.0541427399508,256.0023640661939
413,2020-06-17,550.0996515679443,,216.90527256479,353.9857448325018
414,2020-06-18,687.3465553235908,,415.7739288969918,403.9679595278246
415,2020-06-19,481.074512534819,,198.2711267605634,558.8510848126233
416,2020-06-20,539.7520891364902,,278.5395894428153,494.6684881602914
417,2020-06-21,349.6464011180992,,80.30035971223022,382.2664974619289
418,2020-06-22,572.5146239554317,,267.6431570109152,387.4898255813953
419,2020-06-23,975.3303072625698,,524.0912584053794,502.0813669650122
420,2020-06-24,587.541782729805,,340.4572333685322,438.2875092387288
421,2020-06-25,668.1309192200557,,311.9182736455464,425.0234962406015
422,2020-06-26,496.558495821727,,240.819018404908,358.3818466353678
